nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0002800	Scott Levy	1971	\N	actor,producer,sound_department	tt0401462,tt0120338,tt1323595,tt0119567
nm0002801	Ashley Edner	1990	\N	actress,miscellaneous	tt0299591,tt2660888,tt0411007,tt0315983
nm0002802	Nicolas Lartigue	\N	\N	camera_department,actor,writer	tt0492498,tt0473753,tt0118685,tt0344854
nm0002803	Michael Klastorin	1957	\N	miscellaneous,actor,writer	tt0102070,tt2490326,tt0099088,tt0253754
nm0002804	Joyce Marie Brusasco	\N	\N	producer,assistant_director	tt0218678,tt0127024,tt0214604,tt0168035
nm0002805	Mark DeSousa	\N	\N	visual_effects,producer	tt0120461,tt1825683,tt7605074,tt0120844
nm0002806	Bart Schroeven	1975	\N	producer	tt0444425
nm0002807	Ogi Ogas	\N	\N	director,writer,editor	tt0211180,tt0214610,tt0214631,tt0485072
nm0002808	Andrea Maxwell	\N	\N	visual_effects,editor,director	tt3480822,tt9376612,tt6320628,tt1825683
nm0002809	Brian Capener	\N	\N	cinematographer,writer	tt0118205,tt0452829,tt0120321,tt0107183
nm0002810	Bobby Edner	1988	\N	actor,miscellaneous,soundtrack	tt0313911,tt0338459,tt0227538,tt0388944
nm0002811	Jeremy Knaster	\N	\N	camera_department,actor,art_department	tt0368008,tt0115956,tt0133952,tt0316654
nm0002812	Rick Nathanson	\N	\N	producer,production_manager,miscellaneous	tt0106770,tt0105156,tt2652118,tt0425637
nm0002813	Amanda White	\N	\N	producer,miscellaneous,executive	tt0119217,tt0133412,tt0206314,tt0184858
nm0002814	Christopher Leone	1971	\N	director,writer,visual_effects	tt3479316,tt0830361
nm0002815	Pedro Lazaga	1918	1979	director,writer,assistant_director	tt0043789,tt0047335,tt0061470,tt0059611
nm0002816	Miguel Ligero	1890	1968	actor,writer	tt0047206,tt0025942,tt0057641,tt0029897
nm0002817	Soledad Miranda	1943	1970	actress	tt0218181,tt0067846,tt0055577,tt0066380
nm0002818	Kristoffer Sjöström	\N	\N	art_department,production_designer	tt1440728,tt0837106,tt0203166,tt6304046
nm0002819	Jeffrey R. Gund	\N	\N	casting_department,music_department,sound_department	tt4843648,tt0081857,tt0215934,tt1694423
nm0002820	Thomas Carnegie	\N	\N	art_department,production_designer,art_director	tt0299658,tt0337539,tt0251160,tt0120903
nm0002821	R. Orlando Duenas	1960	\N	editorial_department,editor,visual_effects	tt11084896,tt0118884,tt0338348,tt0458290
nm0002822	Mark Hosack	1975	\N	producer,writer,editor	tt0343818,tt0493165,tt8964206,tt0230540
nm0002823	J.P. Luijsterburg	1967	\N	editor,composer,editorial_department	tt1846526,tt0117142,tt0118588,tt0204055
nm0002824	Molly Mikula	\N	\N	art_department,art_director	tt0453467,tt1853728,tt0421715,tt1133985
nm0002825	Robert Morris	\N	\N	production_designer	tt0146516,tt0119330,tt0222375,tt0185400
nm0002826	Sally Plum	\N	\N	costume_designer,costume_department	tt0368249,tt0111902,tt0401995,tt0187623
nm0002827	Michael Reynolds	\N	\N	editorial_department	tt0172495,tt0265086,tt0112715,tt0117765
nm0002828	Mark Sanders	\N	\N	editor,sound_department,editorial_department	tt1206304,tt0377713,tt1617110,tt1217560
nm0002829	Chris Seagers	\N	\N	production_designer,art_director,art_department	tt6654210,tt2209764,tt0453467,tt0120815
nm0002830	Ricardo Spinacé	\N	\N	production_designer,art_department,art_director	tt0216216,tt0190374,tt0429493,tt0139414
nm0002831	John 'J.T.' Tully	1967	\N	actor,camera_department,miscellaneous	tt0118073,tt0319960,tt0119352,tt0445922
nm0002832	Alejandro Valadez	\N	\N	composer,director,writer	tt0214127,tt0134172,tt0122419
nm0002833	David Webb	\N	\N	assistant_director,producer,actor	tt1302006,tt0490215,tt7286456,tt1024648
nm0002834	Brandon L. Wilson	1972	\N	producer,editor,director	tt4063096,tt0914829,tt0398571,tt0312113
nm0002835	Adam Bernstein	1960	\N	director,producer,writer	tt0903747,tt2802850,tt0127288,tt0496424
nm0002836	Annie Bradley	\N	\N	director,assistant_director,writer	tt8159330,tt5834204,tt7772602,tt11447658
nm0002837	Stefan Brönneke	1964	\N	director,actor,writer	tt0213782,tt0489298,tt0819958,tt0463847
nm0002838	Jaro Dick	\N	\N	set_decorator,art_department,actor	tt3007572,tt0119217,tt1898069,tt2243973
nm0002839	Michael J. Ferrari	\N	\N	editorial_department,editor,assistant_director	tt0142224,tt0195393,tt0106913,tt0108540
nm0002840	Reuben Gonzalez	\N	\N	writer,actor,miscellaneous	tt0128414,tt0199744,tt1935277,tt0363269
nm0002841	Jamie Kirkpatrick	\N	\N	editor,editorial_department,director	tt2291540,tt12731980,tt7870102,tt8058874
nm0002842	Caitlin Blue	\N	\N	set_decorator,art_department,production_designer	tt0116361,tt0115736,tt0120051,tt0114170
nm0002843	Steve Rosenzweig	\N	\N	production_designer,art_department	tt1135487,tt0440963,tt1176740,tt1385826
nm0002844	Donna Wheeler	\N	\N	editorial_department,producer,director	tt0204250,tt2338159,tt2338357,tt9144872
nm0002845	Amy Segal	\N	\N	production_manager,producer,assistant_director	tt0166485,tt0113189,tt0137494,tt0107183
nm0002846	Josh Skye	1976	\N	miscellaneous,assistant_director,art_department	tt0338337,tt0150377,tt0184858,tt0120657
nm0002847	Sean-Michael Smith	1972	\N	producer,cinematographer,camera_department	tt0329774,tt1437325,tt0486822,tt0168629
nm0002848	Stephan Brenninkmeijer	1964	\N	director,editor,producer	tt11967628,tt0228901,tt7711606,tt7381366
nm0002849	Linda Vipond	\N	\N	set_decorator,art_department	tt1132285,tt0088024,tt0304669,tt0097388
nm0002850	Rick Giovinazzo	\N	\N	music_department,composer,actor	tt0399201,tt1877832,tt1440129,tt0418279
nm0002851	Ricardo Olivero	\N	\N	editorial_department	tt0120907,tt0227984,tt0113481,tt0399146
nm0002852	Bernhard Lebourne	\N	\N	editor,producer,editorial_department	tt5327922,tt5227746,tt4230078,tt3487654
nm0002853	Chris Petts	\N	\N	visual_effects,actor	tt0149261,tt3480822,tt4154796,tt0120738
nm0002854	Jens Schlosser	1954	\N	cinematographer,camera_department	tt0208911,tt1135922,tt2720680,tt0167137
nm0002855	Neil Delama	\N	\N	actor,stunts	tt1593774,tt0306699,tt0218126,tt0139151
nm0002856	Ken Tipton	1952	\N	actor,director,writer	tt0211638,tt0111653,tt0415838,tt3431592
nm0002857	Michael Kearns	1950	\N	actor,writer	tt0100705,tt15432574,tt0086984,tt0371008
nm0002858	David McGiffert	\N	\N	assistant_director,producer,production_manager	tt0106918,tt0259711,tt0095953,tt0088763
nm0002859	Ned Kopp	1935	2020	production_manager,assistant_director,producer	tt0066434,tt0090264,tt0232500,tt0097742
nm0002860	Yves Agostini	\N	\N	camera_department,cinematographer	tt0280665,tt0310203,tt0416496,tt0119038
nm0002861	William T. Orr	1917	2002	producer,actor,writer	tt0051247,tt0033725,tt0047786,tt0052472
nm0002862	Ernst Winar	1894	1978	actor,director,editor	tt0332186,tt0026826,tt0435695,tt4695466
nm0002863	Ken Ziegler	\N	\N	visual_effects,miscellaneous	tt0163025,tt0177971,tt0120915,tt0114508
nm0002864	Michael Markowitz	1961	\N	producer,writer,miscellaneous	tt0174378,tt0108755,tt0366034,tt1499658
nm0002866	Christopher Covert	\N	\N	music_department,producer	tt0247745,tt0144084,tt0303933,tt0331953
nm0002867	Ann Curtis	\N	\N	costume_designer,costume_department	tt0279887,tt0084889,tt0175447,tt0063297
nm0002868	Annie Curtis-Jones	\N	\N	costume_designer,art_department,costume_department	tt0083773,tt0097861,tt0088807,tt0094819
nm0002869	Mario Gallo	1923	1984	actor	tt0081398,tt0073979,tt0074751,tt0086192
nm0002870	Pierre Courrège	\N	\N	writer,director,production_manager	tt0115897,tt0308480,tt3855752,tt0328820
nm0002871	Beatrice Ring	1965	\N	actress,director,writer	tt0099430,tt6121532,tt11546920,tt0215798
nm0002872	Kelsa Kinsly	\N	\N	actress,miscellaneous,stunts	tt1369571,tt0896897,tt0165319,tt2852726
nm0002873	Gregory Puchalski	\N	\N	art_department,music_department	tt0120655,tt6018306,tt0104427,tt0087781
nm0002874	Jennifer Giles	\N	\N	producer,production_manager,actress	tt0176118,tt0208204,tt0215478,tt0216394
nm0002875	Freddie Young	1902	1998	cinematographer,camera_department,director	tt0059113,tt0066319,tt0056172,tt0062512
nm0002876	Cathie Filian	\N	\N	producer,actress,writer	tt0117665,tt0119925,tt0117998,tt0259711
nm0002877	José Retra	\N	\N	composer,actress,music_department	tt0288916,tt0126906,tt0176702,tt0340214
nm0002878	Ric Sarabia	\N	\N	actor	tt2361317,tt7668870,tt0824747,tt3986820
nm0002879	Astrid Sieben	\N	\N	art_director,art_department,production_designer	tt7991608,tt4799064,tt1894476,tt0190374
nm0002880	Lisa Freiberger	\N	\N	casting_department,casting_director	tt0083530,tt0082085,tt0083944,tt0481452
nm0002881	Eric Aubin	1971	\N	camera_department,miscellaneous,cinematographer	tt1877832,tt3385516,tt0319262,tt0414993
nm0002882	Charles Libin	\N	\N	camera_department,cinematographer,director	tt6144092,tt3180668,tt9222438,tt7861644
nm0002883	Brad Arensman	\N	\N	production_manager,editorial_department,producer	tt1037705,tt1856101,tt3397884,tt2209764
nm0002884	Andrea V. Rossotto	\N	\N	cinematographer,camera_department	tt0120084,tt0248742,tt0416775,tt1502404
nm0002885	François Audouy	1974	\N	art_department,production_designer,art_director	tt1950186,tt3315342
nm0002886	Robert J. Walsh	1947	2018	composer,music_department,soundtrack	tt2717822,tt0144117,tt2955402,tt0257756
nm0002887	Alan Myerson	1936	\N	director,actor,writer	tt0103466,tt0095882,tt0064962,tt0083437
nm0002888	Stephen Blackehart	1967	\N	actor,miscellaneous,producer	tt6334354,tt2015381,tt1512235,tt3896198
nm0002889	Michael Albanese	\N	\N	miscellaneous,actor,writer	tt1621429,tt0103064,tt0099460
nm0002890	Walter Halsey Davis	1942	2019	writer,producer	tt0085747,tt0089032,tt0108134,tt0096072
nm0002891	Lawrence Jones	\N	\N	cinematographer,camera_department	tt0328799,tt0086661,tt0098765,tt0207275
nm0002892	Wally Pfister	1961	\N	cinematographer,camera_department,director	tt0468569,tt1375666,tt1345836,tt0482571
nm0002893	Linda Shayne	\N	\N	actress,writer,director	tt12866980,tt13404242,tt8394708
nm0002894	Anthony Gasparro	\N	\N	art_director,production_designer,art_department	tt9231040,tt4468634,tt0455538,tt0119237
nm0002895	Mohammed Sharafi	1976	\N	actor	tt0120188
nm0002896	Ann E. Todd	1931	2020	actress,soundtrack	tt0040118,tt0042151,tt0031491,tt0033729
nm0002897	Ann Todd	1907	1993	actress,soundtrack	tt0044446,tt0038924,tt0039694,tt0041735
nm0002898	Burke Moses	1959	\N	actor	tt0065272,tt3288518,tt0200337,tt0386616
nm0002899	Martin Meyer	1956	\N	camera_department,cinematographer,miscellaneous	tt0192712,tt0447812,tt0084704,tt0086564
nm0002900	Wayne Massarelli	1949	2012	make_up_department	tt0117119,tt0087755,tt0267804,tt0452681
nm0002901	Muse Watson	1948	\N	actor,producer,soundtrack	tt0455275,tt0119345,tt0114496,tt0364845
nm0002902	Andy Thompson	\N	\N	actor,producer,writer	tt5511512,tt7608248,tt7826376,tt3691740
nm0002903	David Tucker	\N	\N	director,editor,producer	tt0090541,tt0099698,tt0108993,tt3003684
nm0002904	Joseph P. Lucky	1954	\N	production_designer,art_director,art_department	tt0103064,tt0439100,tt0112462,tt6226232
nm0002905	Michael Hertlein	\N	\N	sound_department,actor	tt0397535,tt0258463,tt0265086,tt1856101
nm0002906	Richard Sobin	\N	\N	camera_department,cinematographer	tt0204626,tt0115857,tt0110632,tt0114814
nm0002907	Alexander Skarsgård	1976	\N	actor,producer,writer	tt7598448,tt0918940,tt3920596,tt0844441
nm0002908	Kelly Granite	1961	\N	visual_effects,producer,art_department	tt0120157,tt0120685,tt0119116,tt0118884
nm0002909	Rachela Williams	1967	2001	actress,writer,producer	tt0196768,tt0216926,tt0271649,tt0197104
nm0002910	Gianni Lepre	1947	\N	director,writer	tt0177830,tt1812418,tt0211131,tt0224815
nm0002911	Jay Holben	\N	\N	camera_department,producer,director	tt0216969,tt0773262,tt3910648,tt1841108
nm0002912	Michael K. Bucher	1939	2012	cinematographer,camera_department,editor	tt0189038,tt0195343,tt0241161,tt0133987
nm0002913	Chris Jaymes	1973	\N	actor,producer,director	tt0216997,tt3293548,tt0411008,tt0251744
nm0002914	Jarrell Jay Knowles	1945	\N	actor,art_department,set_decorator	tt2189892,tt0217123
nm0002915	Erwin Hillier	1911	2005	cinematographer,camera_department	tt0030221,tt0065163,tt0056886,tt0043618
nm0002916	Ray Brady	1961	\N	director,producer,writer	tt6906230,tt8349158,tt8431978,tt5443372
nm0002917	William Dodds	1976	\N	assistant_director,miscellaneous	tt4575576,tt11068094,tt1661199,tt1361336
nm0002918	Richard Ferrando	\N	\N	director,writer,composer	tt0819704,tt3243638,tt0337914,tt0357205
nm0002919	Zachary Gamburg	1975	\N	miscellaneous,director,actor	tt0171580,tt0765725,tt0204076,tt1058042
nm0002920	Mike Hansel	\N	\N	director	tt0150492
nm0002921	Tiffany Hillkurtz	1969	\N	editorial_department,editor,miscellaneous	tt5113040,tt0375568,tt1911658,tt2709692
nm0002922	Stephen Mark	\N	\N	editor,editorial_department,writer	tt0079945,tt0120902,tt0204993,tt0348914
nm0002923	Ezekiel Norton	1970	\N	director,animation_department,visual_effects	tt0765446,tt1190080,tt0814255,tt0290983
nm0002924	Ilja Obretenov	1951	\N	art_department,production_designer,set_decorator	tt0171577,tt0243213,tt0171648,tt0283559
nm0002925	Isaac Sehayek	\N	\N	editor,producer,editorial_department	tt2164718,tt10370402,tt0498846,tt0391788
nm0002926	Enrique Chediak	1967	\N	cinematographer,camera_department,producer	tt1790864,tt2304933,tt0463854,tt1542344
nm0002927	Michael Hofstein	\N	\N	camera_department,cinematographer,producer	tt0120812,tt0093507,tt2249826,tt5771574
nm0002928	Igor Sunara	1955	\N	cinematographer,camera_department,director	tt0888050,tt0118887,tt2160181,tt0100817
nm0002929	Mitch Levine	\N	\N	director,actor,writer	tt8224738,tt0201919,tt12636394,tt7477946
nm0002930	Julie St. Claire	1970	\N	actress,director,producer	tt0134269,tt0112451,tt0091954,tt0166247
nm0002931	Greg Walker	1945	\N	stunts,actor,assistant_director	tt0085407,tt0088944,tt0100502,tt0093260
nm0002932	Greg Walker	\N	\N	producer,writer,miscellaneous	tt0279600,tt0182587,tt0321021,tt1043813
nm0002933	Brian Berkenfeld	\N	\N	miscellaneous	tt0114041,tt0112625,tt0113074,tt0120524
nm0002934	Normand Corbeil	1956	2013	composer,music_department,soundtrack	tt0114367,tt0383782,tt0160009,tt1148204
nm0002935	Moe Howard	1897	1975	actor,soundtrack,writer	tt0027529,tt0028697,tt0025688,tt0037813
nm0002936	Kristina Anapau	1979	\N	actress,producer,writer	tt0391891,tt0947798,tt0844441,tt1830617
nm0002937	Adam McCulloch	\N	\N	writer,art_department,visual_effects	tt0117631,tt0133093,tt0217830,tt0119272
nm0002938	Jane Tattersall	\N	\N	sound_department,editorial_department,music_department	tt0227984,tt2306299,tt0102511,tt0758790
nm0002939	Mustafa Presheva	1961	\N	editor,actor,editorial_department	tt0410369,tt7832124,tt0384116,tt6316138
nm0002940	Ghislain Pensa	\N	\N	editorial_department,miscellaneous,production_manager	tt0271324,tt0103534,tt0185052,tt0809273
nm0002941	Kevin Loader	1956	\N	producer,director,assistant_director	tt1266029,tt4686844,tt1226774,tt0488604
nm0002942	Verton R. Banks	1977	\N	actor,producer	tt7661046,tt0108757,tt7235466,tt2342652
nm0002943	R.H. Davies	\N	\N	miscellaneous	tt0245844,tt0800320,tt0112760,tt1371111
nm0002944	Michael Boisvert	1973	\N	actor	tt0439410,tt0463948,tt1091909,tt5171438
nm0002945	Francesco Marras	1965	\N	production_manager,location_management,producer	tt1243957,tt1859650,tt2719848,tt0963178
nm0002946	Jeff Kushner	1965	\N	sound_department,editor,actor	tt0159273,tt0250797,tt0132347,tt0313911
nm0002947	Toby Oliver	\N	\N	cinematographer,camera_department,producer	tt3797512,tt5052448,tt8064302,tt13314558
nm0002948	Costas Ferris	1935	\N	director,writer,actor	tt0071513,tt0123053,tt0217745,tt0086182
nm0002949	Frank Schlegel	1962	\N	visual_effects,special_effects,art_department	tt2278388,tt0434409,tt0811080,tt1186367
nm0002950	Robert J. Burke Jr.	\N	\N	actor,writer	tt0217711,tt2842662,tt2249786,tt0350811
nm0002951	Alyce Wittenstein	\N	\N	director,writer,actress	tt0097992,tt0109590,tt0090715,tt0113868
nm0002952	Rupert Lazarus	\N	\N	production_designer,art_department,art_director	tt5918982,tt0242445,tt0120907,tt0292506
nm0002953	Judith Vogelsang	\N	\N	assistant_director,director,producer	tt1358251,tt1326226,tt1462705,tt1015988
nm0002954	Kellie Ann Benz	\N	\N	writer,director,producer	tt0310516,tt2654712,tt0245055,tt1278300
nm0002955	Joseph Melskens	1960	\N	production_manager,camera_department,location_management	tt0128023,tt0128325,tt0087741,tt0159603
nm0002956	Barry Gibb	1946	\N	soundtrack,actor,composer	tt0114857,tt0077631,tt0076666,tt0111503
nm0002957	Nadeem Saifi	\N	\N	composer,soundtrack,music_department	tt0119861,tt0102825,tt0117437,tt0307873
nm0002958	Stephen Maynard	\N	\N	sound_department	tt0076704
nm0002959	Stephen Maynard	\N	\N	producer,miscellaneous	tt0114367,tt0251446,tt0112758,tt0143166
nm0002960	Julio Iglesias	1943	\N	soundtrack,actor,composer	tt0081146,tt0095675,tt1340800,tt0065178
nm0002961	Frances Burroughs	\N	\N	producer,miscellaneous,production_designer	tt0420098,tt0331207,tt0328558,tt0867482
nm0002962	Alex Corven	\N	\N	producer,location_management,production_manager	tt1657507,tt0317740,tt0265086,tt0320661
nm0002963	Luc Chalifour	1961	\N	director,assistant_director	tt0172057,tt0205737,tt0115326,tt0250750
nm0002964	John Covert	\N	\N	producer,actor,director	tt0249402,tt0177350,tt0217143,tt9058654
nm0002965	Curran G. Engel	1963	2016	miscellaneous,assistant_director,producer	tt0113957,tt0364083,tt0106469,tt0116683
nm0002966	Jonathan Figg	1975	\N	writer,producer,director	tt0212829,tt3489302,tt0275236,tt6467466
nm0002967	Flip Filippelli	1973	\N	art_department,art_director,miscellaneous	tt1079360,tt0115151,tt0112483,tt0447999
nm0002968	Derubín Jácome	1948	\N	art_director,production_designer,costume_designer	tt0092761,tt0178266,tt1838571,tt0089288
nm0002969	Dina Lipton	\N	\N	production_designer,art_department,art_director	tt0113862,tt0206314,tt0124198,tt1333125
nm0002970	Ray Melendez	1976	\N	miscellaneous,camera_department,actor	tt1709165,tt0295498,tt0248760,tt0212346
nm0002971	Ángel Mena	1975	\N	producer,director,writer	tt0217907,tt0122419
nm0002972	Henric Nieminen	\N	\N	producer,miscellaneous,director	tt0141926,tt0349710,tt0219699,tt0408790
nm0002973	Lev L. Spiro	\N	\N	director,sound_department,actor	tt14825736,tt1442437,tt1369845,tt2372162
nm0002974	Clay Walker	1968	\N	editor,editorial_department,cinematographer	tt0217220,tt0217818,tt0102034,tt0405839
nm0002975	Evi Quaid	1963	\N	producer,director,cinematographer	tt0096953,tt1913145,tt0167110,tt0099286
nm0002976	Kevin Mukherji	1962	\N	actor,producer,director	tt2427150,tt4370596,tt0362227,tt0117202
nm0002977	J. Keith van Straaten	1971	\N	producer,writer,actor	tt0264235,tt0836827,tt11857726,tt6966758
nm0002978	Florian Gärtner	1968	\N	director,writer,actor	tt0806910,tt0366767,tt0166581,tt1087833
nm0002979	Lynn Guthrie	1941	\N	assistant_director,production_manager,producer	tt0068149,tt0102070,tt0092319,tt0074464
nm0002980	Shirley Walker	1945	2006	music_department,composer,soundtrack	tt0116225,tt0111503,tt0099422,tt0099365
nm0002981	Fredrik Agetoft	1971	\N	writer,script_department	tt0907683,tt12304420,tt4473482,tt0185112
nm0002982	Victoria Arch	\N	\N	writer,director,producer	tt0426406,tt3744264,tt0361912,tt0338096
nm0002983	Stephen Peters	1947	\N	writer,actor	tt0099606,tt0120890,tt0114973,tt0109564
nm0002984	Richard Hissong	1947	\N	cinematographer,camera_department,executive	tt0075584,tt0346222,tt0108778,tt0131675
nm0002985	Mari Weiss	\N	\N	actress,miscellaneous	tt0804503,tt0366548,tt3205802,tt0321777
nm0002986	Howard Young	1967	\N	producer,miscellaneous,production_manager	tt2097307,tt0277296,tt0120179,tt0317919
nm0002987	Bram Eisenthal	\N	\N	miscellaneous	tt0184858,tt0127640,tt0114367,tt0120662
nm0002988	Mark Lambert Bristol	1969	\N	art_department,director,writer	tt0120863,tt1745960,tt2381249,tt4912910
nm0002989	Andrew Stevens	1955	\N	actor,producer,director	tt0144117,tt0190138,tt0237572,tt0233142
nm0002990	Dianah Wynter	1969	\N	director,miscellaneous,actress	tt0200353,tt0208228,tt0248655,tt1267434
nm0002991	Jill Robertson	\N	\N	director,producer,miscellaneous	tt5761478,tt0117951,tt4122068,tt13430420
nm0002992	Jeff Economy	1965	\N	camera_department,producer,cinematographer	tt0180387,tt0381938,tt0180699,tt0180459
nm0002993	Aleksandr Lokshin	1920	1987	composer,actor	tt0049191,tt0352246,tt0146363,tt0167420
nm0002994	Kevin McCarthy	1914	2010	actor,soundtrack	tt0098546,tt0049366,tt0077745,tt0093260
nm0002995	Dwayne Grady	\N	\N	art_department,miscellaneous	tt0120201,tt0212346,tt1839492,tt0387808
nm0002996	Shawn K. Clement	1968	\N	composer,music_department,soundtrack	tt0312305,tt2847178,tt0118276,tt1326218
nm0002997	Greg Orrante	1962	\N	sound_department,producer	tt0170884,tt0460649,tt0103488,tt0318443
nm0002998	Kenneth Hughes	\N	\N	actor,producer,director	tt1745959,tt0399201,tt1773389,tt5634962
nm0002999	Richard S. Wright	1960	\N	producer,production_manager,assistant_director	tt1655441,tt6850820,tt3717252,tt1189340
nm0003000	Alon Bar	1966	\N	writer,producer,assistant_director	tt1951234,tt0219467,tt0218190,tt0221184
nm0003001	Shelly Lyons	\N	\N	actress,director,writer	tt5627626,tt3923098,tt0218058,tt0123615
nm0003002	Sergei Karnet	\N	\N	production_designer,art_department,set_decorator	tt0094371,tt0102851,tt0218306,tt0100521
nm0003003	Ron Gilbert	\N	\N	actor,producer,casting_department	tt0114814,tt0805669,tt1814790,tt4125630
nm0003004	Charlene Amateau	\N	\N	costume_department	tt0325710,tt2473602,tt0122151,tt0790724
nm0003005	Gary Lionelli	\N	\N	composer,music_department,soundtrack	tt3279124,tt0288045,tt5275892,tt1578887
nm0003006	Anita Finlay	\N	\N	actress	tt0109986,tt0218390,tt0402711,tt1219024
nm0003007	Velimir Kovacic	1972	\N	cinematographer	tt0218114,tt0196745,tt0221250,tt0269144
nm0003008	Liz Kivowitz	\N	\N	producer,miscellaneous	tt0214490,tt0218447,tt0231043,tt0307848
nm0003009	Keith Clark	\N	\N	producer,editorial_department,editor	tt15677070,tt5867314,tt12198950,tt13540650
nm0003010	Gary Tuck	\N	\N	producer,production_manager,camera_department	tt7366338,tt4163668,tt7243884
nm0003011	Dariusz Wolski	1956	\N	cinematographer,camera_department,assistant_director	tt0408236,tt6878306,tt3659388,tt0112740
nm0003012	Michael Creighton Rogers	1963	\N	music_department,producer,actor	tt1856107,tt0892082,tt4994716,tt0438486
nm0003013	Jay Nierenberg	1966	\N	sound_department,actor,editorial_department	tt0106977,tt0109444,tt0105690,tt0232500
nm0003014	Peter Agnew	1960	\N	assistant_director,location_management,camera_department	tt0112573,tt0327679,tt2234003,tt0107207
nm0003015	Shannon Denton	\N	\N	art_department,writer,producer	tt5419200,tt0268397,tt1911637,tt2455546
nm0003016	John Gilbert	\N	\N	editor,producer,writer	tt0412080,tt0120737,tt2119532,tt6306064
nm0003017	Lori Elberg	1975	\N	editorial_department,editor,director	tt0482960,tt2791166,tt0131597,tt16302576
nm0003018	Barbara Haberecht	\N	\N	set_decorator,art_department,production_designer	tt2467046,tt0100502,tt0137363,tt0166924
nm0003020	Kathleen Higgins	\N	\N	miscellaneous,script_department,assistant_director	tt1431045,tt1663202,tt0150377,tt3829266
nm0003021	Chris McKay	1973	\N	director,producer,editor	tt11358390,tt9777666,tt4116284,tt1490017
nm0003022	Lee Rose	\N	\N	director,producer,writer	tt3609352,tt9012876,tt0844441,tt5171438
nm0003023	Jesse Ray Boehm	\N	\N	miscellaneous,writer,director	tt0146675,tt0196573,tt0160184,tt0186566
nm0003024	Roberto Cimatti	1954	\N	cinematographer,camera_department,producer	tt1951299,tt0483206,tt1351672,tt1176439
nm0003025	Michael Halstead	\N	\N	actor	tt0119608,tt0182306
nm0003026	Steven Griffith	\N	\N	actor	tt0109830,tt0094484,tt0107889,tt0407095
nm0003027	Néstor Sanz	1957	\N	cinematographer,actor,director	tt0245067,tt0106217,tt0106382,tt0091215
nm0003028	Rodrigo Botero	\N	\N	actor,writer,producer	tt0113041,tt0096542,tt0139669,tt0112112
nm0003029	Isabelle Broué	1968	\N	director,script_department,writer	tt5285048,tt0212058,tt0212444,tt0378898
nm0003030	Rosa Maria Sardà	1941	2020	actress,director,soundtrack	tt1067128,tt0158030,tt0185125,tt0277578
nm0003031	Caroline Thompson	1956	\N	writer,producer,director	tt0121164,tt0101272,tt0099487,tt0107688
nm0003032	Bob Ducsay	\N	\N	editor,producer,sound_department	tt1276104,tt1046173,tt8946378,tt2527336
nm0003033	Aaron Weintraub	1975	\N	visual_effects,editor,sound_department	tt1663662,tt0377713,tt0452608,tt2023587
nm0003034	John Stewart	\N	\N	cinematographer,editor,director	tt0218824,tt0173746,tt0173693,tt0173874
nm0003035	Frank Morrone	\N	\N	sound_department,music_department,producer	tt0411008,tt0092329,tt0162661,tt0117438
nm0003036	Dave Fallon	\N	\N	sound_department	tt0414775,tt0166458,tt0294175,tt0363314
nm0003037	Egidio Tari	1968	\N	actor	tt1694893,tt0963194,tt0233052,tt3148266
nm0003038	Daniel E. Teaze	\N	\N	camera_department,visual_effects	tt0119925,tt0120647,tt0119654,tt0116629
nm0003039	Alan Ari Lazar	1967	\N	composer,music_department,soundtrack	tt0802948,tt8510488,tt11199410,tt14151720
nm0003040	Rick Sander	1970	\N	visual_effects,assistant_director,miscellaneous	tt0120844,tt0120461,tt0119094,tt0271367
nm0003041	John Johns	1963	\N	camera_department,visual_effects,miscellaneous	tt0183523,tt0430357,tt0882977,tt0390022
nm0003042	Karl Heinz Knippenberg	\N	\N	production_manager,producer,writer	tt0806910,tt0103432,tt0091917,tt0071460
nm0003043	Alexander Gradet	1976	\N	producer,writer,director	tt0461770,tt0268380,tt0206388,tt4669538
nm0003044	Michael Jordan	1963	\N	actor,producer,soundtrack	tt0317313,tt0124718,tt0117705
nm0003045	Brian Ash	1974	\N	producer,writer,miscellaneous	tt0169986,tt1608383,tt0309986,tt0233142
nm0003046	Andrew Parke	\N	\N	camera_department,cinematographer,actor	tt0116629,tt0267804,tt0120685,tt0826756
nm0003047	Marc Simard	\N	\N	art_department,production_manager,camera_department	tt0168631,tt0368794,tt0282552,tt0209322
nm0003048	Suze Randall	1946	\N	director,producer,actress	tt0128631,tt0087726,tt0189126,tt0125315
nm0003049	Peter Thomas	1925	2020	composer,music_department,soundtrack	tt0057035,tt0270288,tt0053829,tt0067824
nm0003050	Gerhard Schedel	1955	\N	composer,visual_effects,art_department	tt0094684,tt0329502,tt0314226,tt0215824
nm0003051	Richard E. Doherty	1965	\N	director,actor,sound_department	tt0219191,tt0331577,tt0187747,tt6641598
nm0003052	Filippo Fassetta	\N	\N	assistant_director,script_department,miscellaneous	tt1161864,tt0134119,tt2395427,tt0875034
nm0003053	Beauchamp Fontaine	1965	\N	set_decorator,production_designer,art_department	tt1670345,tt1386697,tt9777666,tt12361974
nm0003054	Ben Howard	\N	\N	assistant_director,miscellaneous,actor	tt1454468,tt12361974,tt8847712,tt2278388
